1NY4	r__Root
OIW11415	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Lupinus; s__Lupinus angustifolius
OJI07084	d__Archaea; p__Candidatus Micrarchaeota
OJJ36878	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus wentii
OJT12637	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Trametes; s__Trametes pubescens
OJT94496	d__Archaea; p__Candidatus Micrarchaeota
OKY77124	d__Archaea; p__Euryarchaeota; c__Methanonatronarchaeia; o__Methanonatronarchaeales; f__Methanonatronarchaeaceae; g__Candidatus Methanohalarchaeum; s__Candidatus Methanohalarchaeum thermophilum
OLB67919	d__Archaea
OLB72920	d__Archaea
OLB92304	d__Archaea; p__Thaumarchaeota
AIE96948	d__Archaea; p__Thaumarchaeota
OLC24202	d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Candidatus Nitrososphaera sp. 13_1_40CM_48_12
OLD01425	d__Archaea; p__Crenarchaeota
OLD11143	d__Archaea; p__Crenarchaeota
OLD91007	d__Archaea; p__Euryarchaeota
OLL23710	d__Eukaryota; p__Ascomycota; c__Neolectomycetes; o__Neolectales; f__Neolectaceae; g__Neolecta; s__Neolecta irregularis
OLN88597	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum chlorophyti
OLS13402	d__Archaea; p__Candidatus Lokiarchaeota
OLS17878	d__Archaea; p__Candidatus Odinarchaeota
OLS25332	d__Archaea; p__Candidatus Heimdallarchaeota
OLS26624	d__Archaea; p__Candidatus Thorarchaeota
AIE98659	d__Archaea; p__Thaumarchaeota
OLS32948	d__Archaea; p__Candidatus Heimdallarchaeota
OLY83472	d__Eukaryota; p__Zoopagomycota; c__Harpellomycetes; o__Harpellales; f__Legeriomycetaceae; g__Smittium; s__Smittium mucronatum
OMH82654	d__Eukaryota; p__Zoopagomycota; c__Harpellomycetes; o__Harpellales; f__Legeriomycetaceae; g__Zancudomyces; s__Zancudomyces culisetae
OMJ20282	d__Eukaryota; p__Zoopagomycota; c__Harpellomycetes; o__Harpellales; f__Legeriomycetaceae; g__Smittium; s__Smittium culicis
OMJ77299	d__Eukaryota; p__Ciliophora; c__Heterotrichea; o__Heterotrichida; f__Stentoridae; g__Stentor; s__Stentor coeruleus
OMO55482	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Corchorus; s__Corchorus capsularis
OMO89347	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Corchorus; s__Corchorus capsularis
OMO94037	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Malvales; f__Malvaceae; g__Corchorus; s__Corchorus capsularis
ONK74785	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Asparagaceae; g__Asparagus; s__Asparagus officinalis
ONL94055	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
AIE98942	d__Archaea; p__Euryarchaeota
ONL94056	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Zea; s__Zea mays
OOF93732	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus carbonarius
OON10916	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales
OPL20403	d__Eukaryota; p__Mollusca; c__Bivalvia; o__Mytiloida; f__Mytilidae; g__Mytilus; s__Mytilus galloprovincialis
OPL21580	d__Eukaryota; p__Mollusca; c__Bivalvia; o__Mytiloida; f__Mytilidae; g__Mytilus; s__Mytilus galloprovincialis
OQD76423	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium decumbens
OQR98347	d__Eukaryota
OQS53376	d__Eukaryota; p__Microsporidia
OQU92746	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Sorghum; s__Sorghum bicolor
OQU93167	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Poales; f__Poaceae; g__Sorghum; s__Sorghum bicolor
AAX07725	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Pyriculariaceae; g__Pyricularia; s__Pyricularia grisea
AIF00123	d__Archaea; p__Euryarchaeota
OQV17258	d__Eukaryota; p__Tardigrada; c__Eutardigrada; o__Parachela; f__Hypsibiidae; g__Hypsibius; s__Hypsibius dujardini
OQX21255	d__Archaea; p__Candidatus Altiarchaeota
ORC87505	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Trypanosomatida; f__Trypanosomatidae; g__Trypanosoma; s__Trypanosoma theileri
ORD93800	d__Eukaryota; p__Microsporidia
ORD96463	d__Eukaryota; p__Microsporidia
ORD99826	d__Eukaryota; p__Microsporidia
ORX45432	d__Eukaryota; p__Chytridiomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Piromyces; s__Piromyces finnis
ORX62319	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Hesseltinella; s__Hesseltinella vesiculosa
ORX73988	d__Eukaryota; p__Zoopagomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Linderina; s__Linderina pennispora
ORX77300	d__Eukaryota; p__Zoopagomycota; c__Basidiobolomycetes; o__Basidiobolales; f__Basidiobolaceae; g__Basidiobolus; s__Basidiobolus meristosporus
AIF00166	d__Archaea; p__Thaumarchaeota
ORX90812	d__Eukaryota; p__Zoopagomycota; c__Basidiobolomycetes; o__Basidiobolales; f__Basidiobolaceae; g__Basidiobolus; s__Basidiobolus meristosporus
ORY05101	d__Eukaryota; p__Zoopagomycota; c__Basidiobolomycetes; o__Basidiobolales; f__Basidiobolaceae; g__Basidiobolus; s__Basidiobolus meristosporus
ORY15363	d__Eukaryota; p__Chytridiomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Neocallimastix; s__Neocallimastix californiae
ORY27960	d__Eukaryota; p__Chytridiomycota; c__Neocallimastigomycetes; o__Neocallimastigales; f__Neocallimastigaceae; g__Neocallimastix; s__Neocallimastix californiae
ORY31421	d__Eukaryota; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Naemateliaceae; g__Naematelia; s__Naematelia encephala
ORY48122	d__Eukaryota; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Chytriomycetaceae; g__Rhizoclosmatium; s__Rhizoclosmatium globosum
ORY66263	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Pseudomassariaceae; g__Pseudomassariella; s__Pseudomassariella vexata
ORY78875	d__Eukaryota; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium creatinivorum
ORY82477	d__Eukaryota; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Protomycetaceae; g__Protomyces; s__Protomyces lactucaedebilis
ORY96304	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Syncephalastraceae; g__Syncephalastrum; s__Syncephalastrum racemosum
AIF00788	d__Archaea; p__Euryarchaeota
ORZ20488	d__Eukaryota; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia repens
ORZ29652	d__Eukaryota; p__Blastocladiomycota; c__Blastocladiomycetes; o__Blastocladiales; f__Catenariaceae; g__Catenaria; s__Catenaria anguillulae
OSD06072	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Trametes; s__Trametes coccinea
OSS54693	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Epicoccum; s__Epicoccum nigrum
OTB05958	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Hypoxylaceae; g__Hypoxylon; s__Hypoxylon sp. CI-4A
OTF78564	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Sarcoptiformes; f__Pyroglyphidae; g__Euroglyphus; s__Euroglyphus maynei
OTF86905	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asterales; f__Asteraceae; g__Helianthus; s__Helianthus annuus
OUU99631	d__Archaea; p__Euryarchaeota
OUV17404	d__Archaea; p__Euryarchaeota
OUV25794	d__Archaea; p__Euryarchaeota
AIF01440	d__Archaea; p__Euryarchaeota
OUV38126	d__Archaea; p__Euryarchaeota
OUV64888	d__Archaea; p__Euryarchaeota
OUV72034	d__Archaea; p__Euryarchaeota
OUW14143	d__Archaea; p__Euryarchaeota
OUW22463	d__Archaea; p__Euryarchaeota
OUW55656	d__Archaea; p__Euryarchaeota
OUW78904	d__Archaea; p__Euryarchaeota
OUX17040	d__Archaea; p__Euryarchaeota
OUX21312	d__Archaea; p__Euryarchaeota
OUX23902	d__Archaea; p__Euryarchaeota
AIF05588	d__Archaea; p__Euryarchaeota
OUZ99539	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ranunculales; f__Papaveraceae; g__Macleaya; s__Macleaya cordata
OWK07111	d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Cervidae; g__Cervus; s__Cervus elaphus
OWM82623	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Myrtales; f__Lythraceae; g__Punica; s__Punica granatum
OWP53843	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
OWP56980	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
OWR54112	d__Eukaryota; p__Arthropoda; c__Insecta; o__Lepidoptera; f__Nymphalidae; g__Danaus; s__Danaus plexippus
OXS13272	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus thermomutatus
OXV09639	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Elaphomycetaceae; g__Elaphomyces; s__Elaphomyces granulatus
OYT27049	d__Archaea; p__Crenarchaeota; c__Thermoprotei
OYT32020	d__Archaea; p__Candidatus Woesearchaeota
AIF07485	d__Archaea; p__Thaumarchaeota
OYT32120	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermofilaceae; g__Thermofilum; s__Thermofilum sp. ex4484_79
OYT33257	d__Archaea; p__Euryarchaeota; c__Archaeoglobi; o__Archaeoglobales
OYT34428	d__Archaea; p__Candidatus Aenigmarchaeota
OYT36714	d__Archaea
OYT37654	d__Archaea
OYT39481	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
OYT41825	d__Archaea
OYT41920	d__Archaea; p__Candidatus Aenigmarchaeota
OYT43471	d__Archaea; p__Candidatus Aenigmarchaeota
OYT48766	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
AIF07550	d__Archaea; p__Thaumarchaeota
OYT49350	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
OYT50194	d__Archaea; p__Candidatus Bathyarchaeota
OYT50219	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
OYT52343	d__Archaea; p__Candidatus Bathyarchaeota
OYT55387	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
OYT58266	d__Archaea; p__Candidatus Aenigmarchaeota
OYT59538	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Desulfurococcales
OYT60492	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
OYT62926	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Thermoproteales; f__Thermofilaceae; g__Thermofilum; s__Thermofilum sp. ex4484_15
OYT66434	d__Archaea; p__Candidatus Bathyarchaeota
AIF07834	d__Archaea; p__Thaumarchaeota
OYT67588	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanophagales
OYV07708	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanotrichaceae; g__Methanothrix; s__Methanosaeta sp. ASP1-2
OYV08199	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanotrichaceae; g__Methanothrix; s__Methanosaeta sp. ASP1-1
OZC06351	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Onchocercidae; g__Onchocerca; s__Onchocerca flexuosa
OZJ05617	d__Eukaryota; p__Mucoromycota; c__Endogonomycetes; o__Endogonales
PAA56739	d__Eukaryota; p__Platyhelminthes; c__Rhabditophora; o__Macrostomida; f__Macrostomidae; g__Macrostomum; s__Macrostomum lignano
PAA62093	d__Eukaryota; p__Platyhelminthes; c__Rhabditophora; o__Macrostomida; f__Macrostomidae; g__Macrostomum; s__Macrostomum lignano
PAA72387	d__Eukaryota; p__Platyhelminthes; c__Rhabditophora; o__Macrostomida; f__Macrostomidae; g__Macrostomum; s__Macrostomum lignano
PAV76806	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Rhabditida; f__Rhabditidae; g__Diploscapter; s__Diploscapter pachys
PBC30013	d__Eukaryota; p__Arthropoda; c__Insecta; o__Hymenoptera; f__Apidae; g__Apis; s__Apis cerana
AIF10411	d__Archaea; p__Thaumarchaeota
PBK75414	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Armillaria; s__Armillaria solidipes
PBL03881	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Armillaria; s__Armillaria gallica
PBO81367	d__Archaea; p__Euryarchaeota
PCH33511	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Laetiporaceae; g__Wolfiporia; s__Wolfiporia cocos
PCN51146	d__Archaea; p__Candidatus Geothermarchaeota
PDH21938	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PDH23497	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PDH24041	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PDH24311	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
PDH26434	d__Archaea; p__Euryarchaeota; c__Candidatus Poseidoniia; o__Candidatus Poseidoniales
AIF11966	d__Archaea; p__Thaumarchaeota
PDM27175	d__Archaea; p__Candidatus Bathyarchaeota
PFH56526	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Ophiocordyceps; s__Ophiocordyceps unilateralis
PGH27893	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Ajellomycetaceae; g__Polytolypa; s__Polytolypa hystricis
PHH66364	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Ophiocordyceps; s__Ophiocordyceps australis
PHH67947	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Ophiocordyceps; s__Ophiocordyceps australis
PHH75614	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Ophiocordyceps; s__Ophiocordyceps camponoti-rufipedis
PHH84408	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Cordyceps; s__Cordyceps sp. RAO-2017
PHU05776	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Solanales; f__Solanaceae; g__Capsicum; s__Capsicum chinense
PHY04832	d__Archaea; p__Thaumarchaeota
PHY09603	d__Archaea; p__Thaumarchaeota
AAX43319	r__Root
AIF13940	d__Archaea; p__Thaumarchaeota
PIA16263	d__Eukaryota; p__Zoopagomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Coemansia; s__Coemansia reversa
PIA45368	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ranunculales; f__Ranunculaceae; g__Aquilegia; s__Aquilegia coerulea
PIA53921	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Ranunculales; f__Ranunculaceae; g__Aquilegia; s__Aquilegia coerulea
PIG80982	d__Eukaryota; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus arachidicola
PIL32123	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Ganoderma; s__Ganoderma sinense
PIN03462	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Lamiales; f__Bignoniaceae; g__Handroanthus; s__Handroanthus impetiginosus
PIN70400	d__Archaea; p__Candidatus Woesearchaeota
PIN70579	d__Archaea; p__Candidatus Woesearchaeota
PIN72723	d__Archaea; p__Candidatus Woesearchaeota
PIN73692	d__Archaea; p__Candidatus Woesearchaeota
AIF14739	d__Archaea; p__Thaumarchaeota
PIN74478	d__Archaea; p__Candidatus Woesearchaeota
PIN76364	d__Archaea; p__Candidatus Woesearchaeota
PIN77311	d__Archaea; p__Candidatus Woesearchaeota
PIN79798	d__Archaea; p__Candidatus Woesearchaeota
PIN81198	d__Archaea; p__Candidatus Woesearchaeota
PIN81971	d__Archaea; p__Candidatus Woesearchaeota
PIN84684	d__Archaea; p__Candidatus Diapherotrites
PIN85927	d__Archaea; p__Candidatus Woesearchaeota
PIN87731	d__Archaea; p__Candidatus Woesearchaeota
PIN88785	d__Archaea
AIF15068	d__Archaea; p__Euryarchaeota
PIN89009	d__Archaea
PIN89825	d__Archaea
PIN92757	d__Archaea
PIN95179	d__Archaea
PIN98673	d__Archaea; p__Candidatus Diapherotrites
PIN99773	d__Archaea
PIO02794	d__Archaea; p__Candidatus Micrarchaeota
PIO03729	d__Archaea; p__Candidatus Woesearchaeota
PIO08462	d__Archaea
PIO72508	d__Eukaryota; p__Nematoda; c__Chromadorea; o__Strongylida; f__Haemonchidae; g__Teladorsagia; s__Teladorsagia circumcincta
AIF15139	d__Archaea; p__Euryarchaeota
PIR40181	d__Bacteria; p__Candidatus Zambryskibacteria
PIT84238	d__Archaea; p__Candidatus Micrarchaeota
PIU02919	d__Archaea; p__Candidatus Diapherotrites
PIU21565	d__Archaea; p__Candidatus Diapherotrites
PIU22527	d__Archaea; p__Candidatus Diapherotrites
PIU30422	d__Archaea; p__Candidatus Woesearchaeota
PIU60240	d__Archaea; p__Candidatus Bathyarchaeota
PIU61493	d__Archaea
PIU76199	d__Archaea
PIV68562	d__Archaea; p__Euryarchaeota
AIF16257	d__Archaea; p__Thaumarchaeota
PIW32333	d__Archaea; p__Thaumarchaeota
PIY60494	d__Archaea; p__Candidatus Woesearchaeota
PIZ51942	d__Archaea; p__Candidatus Woesearchaeota
PJC44505	d__Archaea
PJC45608	d__Archaea
PJC50502	d__Archaea; p__Thaumarchaeota
PJE81477	d__Archaea
PKA49348	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Apostasia; s__Apostasia shenzhenica
PKA61389	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Asparagales; f__Orchidaceae; g__Apostasia; s__Apostasia shenzhenica
PKI83362	d__Eukaryota; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; s__Malassezia vespertilionis
AIF18741	d__Archaea; p__Thaumarchaeota
PKK81782	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PKK86364	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PKL52868	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Candidatus Methanoperedenaceae
PKL60881	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL65543	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL68167	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanomicrobiales
PKL68916	d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales
PKM92095	d__Archaea; p__Euryarchaeota
PKP53511	d__Archaea; p__Candidatus Altiarchaeota
PKP55949	d__Archaea; p__Candidatus Altiarchaeota
AIF24451	d__Archaea; p__Thaumarchaeota
PKS06345	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Lomentospora; s__Lomentospora prolificans
PLW79611	d__Archaea; p__Candidatus Woesearchaeota
PMB74814	d__Archaea; p__Candidatus Bathyarchaeota
PMB79393	d__Archaea; p__Candidatus Korarchaeota
PMD41079	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha variabilis
PMP59655	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PMP59950	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Acidilobales; f__Caldisphaeraceae; g__Caldisphaera; s__Caldisphaera sp.
PMP74455	d__Archaea; p__Euryarchaeota
PNP49401	d__Eukaryota; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma harzianum
PNR53171	d__Eukaryota; p__Streptophyta; c__Bryopsida; o__Funariales; f__Funariaceae; g__Physcomitrium; s__Physcomitrium patens
AJF60382	d__Archaea
PNS20554	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Elsinoaceae; g__Sphaceloma; s__Sphaceloma murrayae
PNV78380	d__Archaea; p__Candidatus Korarchaeota
PNV79819	d__Archaea; p__Crenarchaeota; c__Thermoprotei; o__Fervidicoccales; f__Fervidicoccaceae; g__Fervidicoccus; s__Fervidicoccus sp.
PNX51626	d__Archaea; p__Euryarchaeota; c__Thermoplasmata
PNX58945	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNX71557	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNY03086	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
PNY05146	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Trifolium; s__Trifolium pratense
POE48427	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
POE63476	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
AJF62106	d__Archaea
POE73949	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fagales; f__Fagaceae; g__Quercus; s__Quercus suber
PON44916	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Parasponia; s__Parasponia andersonii
PON82409	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Trema; s__Trema orientale
PON90483	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Trema; s__Trema orientale
POS82404	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Erysiphe; s__Erysiphe pulchra
PPA79060	d__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales
PPQ70970	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Gymnopilus; s__Gymnopilus dilepis
PPR00645	d__Eukaryota; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Panaeolus; s__Panaeolus cyanescens
PQE31038	d__Eukaryota; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia sp. NJR-2017a WRK4
PRD20259	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Araneae; f__Nephilidae; g__Trichonephila; s__Trichonephila clavipes
AJF63020	d__Archaea
PRP81011	d__Eukaryota; p__Evosea; c__Variosea; o__Cavosteliida; f__Cavosteliaceae; g__Planoprotostelium; s__Planoprotostelium fungivorum
PRQ44299	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__Rosa chinensis
PRW61606	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellaceae; g__Chlorella; s__Chlorella sorokiniana
PSG96480	d__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__Thermoplasmatales
PSN31606	d__Eukaryota; p__Arthropoda; c__Insecta; o__Blattodea; f__Ectobiidae; g__Blattella; s__Blattella germanica
PSN70830	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Corynesporascaceae; g__Corynespora; s__Corynespora cassiicola
PSN86751	d__Archaea; p__Candidatus Marsarchaeota
PSN92683	d__Archaea; p__Candidatus Marsarchaeota
PSO09308	d__Archaea; p__Candidatus Marsarchaeota
PSP21886	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
ABD32519	d__Eukaryota; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae; g__Medicago; s__Medicago truncatula
AJT97478	d__Eukaryota; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces cerevisiae
PSP27273	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP32209	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP37480	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP40259	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP41609	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP42258	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP48714	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP51610	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP58176	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP60514	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
AKA49410	d__Archaea
PSP63609	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP64201	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP65959	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP70166	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP81499	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP82042	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP83314	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP87945	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP93116	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
PSP99005	d__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales
