LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
1606_NarI,Labrenzia sp. 011 | tr|A0A2T7HFI5|A0A2T7HFI5_9HYPH
1607_NarI,Pannonibacter phragmitetus DSM 14782 | 1122929.KB908229_gene3364
1608_NarI,Pseudovibrio sp. FO-BEG1 | 911045.PSE_0760
1609_NarI,Roseibium sp. TrichSKD4 | 744980.TRICHSKD4_2589
1610_NarI,Lutibaculum baratangense AMV1 | 631454.N177_1593
1611_NarI,Azorhizobium caulinodans ORS 571 | 438753.AZC_1428
1612_NarI,Azorhizobium doebereinerae UFLA1-100 | 1038858.AXBA01000001_gene3528
1613_NarI,Labrys sp. KNU-23 | tr|A0A5C1W4Y1|A0A5C1W4Y1_9HYPH
1614_NarI,Pseudolabrys taiwanensis | tr|A0A346A0G7|A0A346A0G7_9HYPH
1615_NarI,Xanthobacter autotrophicus | tr|A0A6C1KEY9|A0A6C1KEY9_XANAU
1616_NarI,Xanthobacter sp. 126 | 1131814.JAFO01000001_gene1033
1617_NarI,Xanthobacter sp. YN2 | tr|A0A7U3E3S1|A0A7U3E3S1_9HYPH
1618_NarI,Hyphomonadaceae | tr|A0A352CBR9|A0A352CBR9_9PROT
1619_NarI,Hyphomonadaceae | tr|A0A3D2W1I6|A0A3D2W1I6_9PROT
1620_NarI,Hyphomonas jannaschiana VP2 | 1280952.HJA_03921
1621_NarI,Hyphomonas neptunium ATCC 15444 | 228405.HNE_1564
1622_NarI,Hyphomonas oceanitis SCH89 | 1280953.HOC_17791
1623_NarI,Hyphomonas sp. CY54-11-8 | 1280944.HY17_08040
1624_NarI,Magnetococcus marinus MC-1 | 156889.Mmc1_0049
1625_NarI,Maricaulis maris MCS10 | 394221.Mmar10_2703
1626_NarI,Robiginitomaculum antarcticum DSM 21748 | 1123059.KB823014_gene134
1627_NarI,Rhodobacterales | tr|A0A2G6IVA3|A0A2G6IVA3_9RHOB
1628_NarI,Rhodobacteraceae | tr|A0A257F1Z0|A0A257F1Z0_9RHOB
1629_NarI,Rhodobacteraceae | tr|A0A2D5IU04|A0A2D5IU04_9RHOB
1630_NarI,Rhodobacteraceae | tr|A0A2E3PX38|A0A2E3PX38_9RHOB
1631_NarI,Rhodobacteraceae | tr|A0A2M7EPV5|A0A2M7EPV5_9RHOB
1632_NarI,Rhodobacteraceae | tr|A0A2S8ETV7|A0A2S8ETV7_9RHOB
1633_NarI,Rhodobacteraceae | tr|A0A356V789|A0A356V789_9RHOB
1634_NarI,Rhodobacteraceae | tr|A0A357MNN1|A0A357MNN1_9RHOB
1635_NarI,Rhodobacteraceae | tr|A0A372IDM8|A0A372IDM8_9RHOB
1636_NarI,Rhodobacteraceae | tr|A0A3S2WQH1|A0A3S2WQH1_9RHOB
1637_NarI,Rhodobacteraceae | tr|A0A6L5YWM1|A0A6L5YWM1_9RHOB
1638_NarI,Rhodobacteraceae | tr|A0A7Z0I060|A0A7Z0I060_9RHOB
1639_NarI,Rhodobacteraceae | tr|A0A848XH59|A0A848XH59_9RHOB
1640_NarI,Bieblia veldkampii | tr|A0A2T4J7A3|A0A2T4J7A3_9RHOB
1641_NarI,Boseongicola sp. | tr|A0A7Y2JNK8|A0A7Y2JNK8_9RHOB
1642_NarI,Boseongicola sp. SB0662_bin_57 | tr|A0A6L7S9H5|A0A6L7S9H5_9RHOB
1643_NarI,Boseongicola sp. SB0675_bin_26 | tr|A0A7X4DSW7|A0A7X4DSW7_9RHOB
1644_NarI,Boseongicola sp. SB0676_bin_33 | tr|A0A7X3Z6K7|A0A7X3Z6K7_9RHOB
1645_NarI,Boseongicola sp. SB0677_bin_26 | tr|A0A7X4CXX6|A0A7X4CXX6_9RHOB
1646_NarI,Defluviimonas sp. | tr|A0A6N6SHV5|A0A6N6SHV5_9RHOB
1647_NarI,Defluviimonas sp. 20V17 | 1417296.U879_13885
1648_NarI,Defluviimonas sp. 20V17 | 1417296.U879_20705
1649_NarI,Fluviibacterium aquatile | tr|A0A4R6ALB5|A0A4R6ALB5_9RHOB
1650_NarI,Halovulum dunhuangense | tr|A0A849L6G5|A0A849L6G5_9RHOB
1651_NarI,Kangsaoukella pontilimi | tr|A0A7C9ITN9|A0A7C9ITN9_9RHOB
1652_NarI,Maliponia aquimaris | tr|A0A238L6Q3|A0A238L6Q3_9RHOB
1653_NarI,Monaibacterium sp. ALG8 | tr|A0A6G7VRM4|A0A6G7VRM4_9RHOB
1654_NarI,Paracoccus denitrificans PD1222 | 318586.Pden_4233
1655_NarI,Paracoccus limosus | tr|A0A844H2C0|A0A844H2C0_9RHOB
1656_NarI,Paracoccus marcusii | tr|A0A843YB48|A0A843YB48_9RHOB
1657_NarI,Paracoccus mutanolyticus | tr|A0A2Z4PF72|A0A2Z4PF72_9RHOB
1658_NarI,Paracoccus pantotrophus J46 | 935565.JAEM01000002_gene3616
1659_NarI,Paracoccus sp. J39 | 935848.JAEN01000022_gene2644
1660_NarI,Paracoccus sp. N5 | 1101189.AQUO01000002_gene271
1661_NarI,Paracoccus sp. SMMA_5_50 | tr|A0A7X2P043|A0A7X2P043_9RHOB
1662_NarI,Paracoccus sp. TRP | 412597.AEPN01000024_gene669
1663_NarI,Paracoccus yeei ATCC BAA-599 | 1446473.JHWH01000008_gene109
1664_NarI,Paracoccus zhejiangensis | tr|A0A2H5F5H2|A0A2H5F5H2_9RHOB
1665_NarI,Pseudohalocynthiibacter aestuariivivens | tr|A0A6G6FLJ4|A0A6G6FLJ4_9RHOB
1666_NarI,Pseudophaeobacter arcticus DSM 23566 | 999550.KI421507_gene759
1667_NarI,Rhodobaca barguzinensis | tr|A0A2K8K4U9|A0A2K8K4U9_9RHOB
1668_NarI,Rhodobacter sp. HX-7-19 | tr|A0A6M1TXS5|A0A6M1TXS5_9RHOB
1669_NarI,Rhodobacter sp. SW2 | 371731.Rsw2DRAFT_1841
1670_NarI,Rhodophyticola porphyridii | tr|A0A3L9Y1G7|A0A3L9Y1G7_9RHOB
1671_NarI,Rhodovulum robiginosum | tr|A0A428JQI9|A0A428JQI9_9RHOB
1672_NarI,Thalassobium sp. | tr|A0A2G2A4Z4|A0A2G2A4Z4_9RHOB
1673_NarI,Thioclava atlantica | 1317124.DW2_04144
1674_NarI,Thioclava electrotropha | tr|A0A1W9XN23|A0A1W9XN23_9RHOB
1675_NarI,Thioclava indica | 1353528.DT23_17500
1676_NarI,Thioclava pacifica DSM 10166 | 1353537.TP2_13455
1677_NarI,Yoonia vestfoldensis | tr|A0A1Y0EAQ5|A0A1Y0EAQ5_9RHOB
1678_NarI,Actibacterium lipolyticum | tr|A0A238L7D2|A0A238L7D2_9RHOB
1679_NarI,Citreicella sp. 357 | 766499.C357_14349
1680_NarI,Jannaschia rubra | tr|A0A0M6XUA5|A0A0M6XUA5_9RHOB
1681_NarI,Phaeobacter sp. CECT 5382 | tr|A0A0N7M3P2|A0A0N7M3P2_9RHOB
1682_NarI,Roseibacterium sp. KMU-115 | tr|A0A7X6H1V1|A0A7X6H1V1_9RHOB
1683_NarI,Roseobacter denitrificans OCh 114 | 375451.RD1_2445
1684_NarI,Roseobacter sp. MED193 | 314262.MED193_07773
1685_NarI,Roseobacter sp. SK209-2-6 | 388739.RSK20926_15211
1686_NarI,Roseovarius aestuarii | tr|A0A1X7BV01|A0A1X7BV01_9RHOB
1687_NarI,Roseovarius bejariae | tr|A0A844CU01|A0A844CU01_9RHOB
1688_NarI,Roseovarius sp. A-2 | tr|A0A1V1ULI9|A0A1V1ULI9_9RHOB
1689_NarI,Roseovarius sp. A46 | tr|A0A4Q2A7D0|A0A4Q2A7D0_9RHOB
1690_NarI,Roseovarius sp. SCSIO 43702 | tr|A0A8G0T2G5|A0A8G0T2G5_9RHOB
1691_NarI,Roseovarius sp. TE539 | tr|A0A365U2V9|A0A365U2V9_9RHOB
1692_NarI,Salipiger sp. | tr|A0A7G2TGD6|A0A7G2TGD6_9RHOB
1693_NarI,Sediminimonas qiaohouensis DSM 21189 | 1123247.AUIJ01000001_gene1588
1694_NarI,Sulfitobacter mediterraneus | 83219.PM02_15045
1695_NarI,Acidiphilium cryptum JF-5 | 349163.Acry_1584
1696_NarI,Commensalibacter intestini A911 | 1088868.CIN_16700
1697_NarI,Commensalibacter sp. MX01 | 1208583.COMX_07445
1698_NarI,Komagataeibacter rhaeticus AF1 | 1432055.GLUCORHAEAF1_13650
1699_NarI,Roseomonas aestuarii | tr|A0A2U1V4C8|A0A2U1V4C8_9PROT
1700_NarI,Roseomonas bella | tr|A0A317FBK6|A0A317FBK6_9PROT
1701_NarI,Roseomonas sp. JC162 | tr|A0A848EC55|A0A848EC55_9PROT
1702_NarI,Azospirillum halopraeferens DSM 3675 | 1121033.AUCF01000010_gene4532
1703_NarI,Elioraea sp. Yellowstone | tr|A0A541CMD0|A0A541CMD0_9PROT
1704_NarI,Elioraea tepidiphila DSM 17972 | 1121861.KB899913_gene2280
1705_NarI,Geminicoccus roseus DSM 18922 | 1089551.KE386572_gene146
1706_NarI,Rhodospirillaceae (purple nonsulfur bacteria) | tr|A0A2E6QKG4|A0A2E6QKG4_9PROT
1707_NarI,Denitrobaculum tricleocarpae | tr|A0A545TN24|A0A545TN24_9PROT
1708_NarI,Tistrella sp. | tr|A0A2D8QF16|A0A2D8QF16_9PROT
1709_NarI,Tistrella sp. | tr|A0A2E3EUS6|A0A2E3EUS6_9PROT
1710_NarI,Magnetospirillum caucaseum | 1244869.H261_12614
1711_NarI,Magnetospirillum gryphiswaldense MSR-1 v2 | 1430440.MGMSRv2_3906
1712_NarI,Oceanibaculum indicum P24 | 1207063.P24_01445
1713_NarI,Erythrobacter longus | 1044.EH31_11005
1714_NarI,Tsuneonella aeria | tr|A0A6I4TED8|A0A6I4TED8_9SPHN
1715_NarI,Sphingomonas daechungensis | tr|A0A7H0G3M7|A0A7H0G3M7_9SPHN
1716_NarI,Sphingomonas horti | tr|A0A6I4IZW3|A0A6I4IZW3_9SPHN
1717_NarI,Sphingomonas lutea | tr|A0A7G9SGB1|A0A7G9SGB1_9SPHN
1718_NarI,Sphingomonas parapaucimobilis NBRC 15100 | 1219049.SP5_069_00860
1719_NarI,Sphingomonas sediminicola | tr|A0A7H0GC42|A0A7H0GC42_9SPHN
1720_NarI,Sphingomonas sp. ABOLG | tr|A0A430DMC1|A0A430DMC1_9SPHN
1721_NarI,Sphingomonas sp. HDW15A | tr|A0A6G7ZFP8|A0A6G7ZFP8_9SPHN
1722_NarI,Sphingomonas sp. UNC305MFCol5.2 | 1449076.JOOE01000001_gene2174
1723_NarI,Sphingosinicella humi | tr|A0A2U2J0C3|A0A2U2J0C3_9SPHN
1724_NarI,beta proteobacterium CB | 543913.D521_0428
1725_NarI,Thiomonas sp. FB-Cd | 1158292.JPOE01000002_gene2100
1726_NarI,Aquabacterium sp. NJ1 | 1538295.JY96_19475
1727_NarI,Methylibium petroleiphilum PM1 | 420662.Mpe_A1705
1728_NarI,Thiomonas arsenitoxydans | 426114.THI_3513
1729_NarI,Thiomonas intermedia K12 | 75379.Tint_2480
1730_NarI,Burkholderiales bacterium JOSHI_001 | 864051.BurJ1DRAFT_3316
1731_NarI,Burkholderiales bacterium JOSHI_001 | 864051.BurJ1DRAFT_3330
1732_NarI,Burkholderiales | tr|A0A257H776|A0A257H776_9BURK
1733_NarI,Burkholderiales | tr|A0A3A0ELE3|A0A3A0ELE3_9BURK
1734_NarI,Burkholderiales | tr|A0A3N7BM38|A0A3N7BM38_9BURK
1735_NarI,Burkholderiales | tr|A0A839LLG2|A0A839LLG2_9BURK
1736_NarI,Burkholderiales | tr|A0A8I1R8A1|A0A8I1R8A1_9BURK
1737_NarI,Achromobacter arsenitoxydans SY8 | 477184.KYC_21386
1738_NarI,Achromobacter insuavis AXX-A | 1003200.AXXA_26340
1739_NarI,Achromobacter piechaudii HLE | 1156919.QWC_06474
1740_NarI,Achromobacter piechaudii ATCC 43553 | 742159.HMPREF0004_3224
1741_NarI,Achromobacter sp. RTa | 1532557.JL37_27705
1742_NarI,Achromobacter xylosoxidans NBRC 15126 = ATCC 27061 | 1216976.AX27061_3079
1743_NarI,Advenella kashmirensis W13003 | 1424334.W822_11160
1744_NarI,Advenella kashmirensis W13003 | 1424334.W822_20515
1745_NarI,Advenella mimigardefordensis DPN7 | 1247726.MIM_c11760
1746_NarI,Algicoccus marinus | tr|A0A2R4XN41|A0A2R4XN41_9BURK
1747_NarI,Azohydromonas caseinilytica | tr|A0A848F5D9|A0A848F5D9_9BURK
1748_NarI,Basilea psittacipulmonis DSM 24701 | 1072685.IX83_05395
1749_NarI,Bordetella petrii | 94624.Bpet3824
1750_NarI,Bordetella petrii | 94624.Bpet4992
1751_NarI,Bordetella sp. FB-8 | 1159870.KB907784_gene3575
1752_NarI,Bordetella trematum | 123899.JPQP01000021_gene3670
1753_NarI,Castellaniella defragrans 65Phen | 1437824.BN940_15746
1754_NarI,Oligella ureolytica DSM 18253 | 1122619.KB892368_gene2452
1755_NarI,Pusillimonas sp. TS35 | tr|A0A845H7U1|A0A845H7U1_9BURK
1756_NarI,Taylorella asinigenitalis MCE3 | 1008459.TASI_1404
1757_NarI,Taylorella equigenitalis MCE9 | 937774.TEQUI_0439
1758_NarI,Burkholderiaceae | tr|A0A522MQM9|A0A522MQM9_9BURK
1759_NarI,Burkholderiaceae | tr|A0A522SCT2|A0A522SCT2_9BURK
1760_NarI,Burkholderiaceae | tr|A0A7L5Y6I2|A0A7L5Y6I2_9BURK
1761_NarI,Burkholderiaceae | tr|A0A7V7XAJ4|A0A7V7XAJ4_9BURK
1762_NarI,Burkholderia ambifaria AMMD | 339670.Bamb_5708
1763_NarI,Burkholderia cepacia | 292.DM42_7203
1764_NarI,Burkholderia gladioli BSR3 | 999541.bgla_2g22730
1765_NarI,Burkholderia glumae BGR1 | 626418.bglu_2g17420
1766_NarI,Burkholderia mallei ATCC 23344 | 243160.BMA1734
1767_NarI,Burkholderia multivorans ATCC 17616 | 395019.Bmul_5386
1768_NarI,Burkholderia oklahomensis | 342113.DM82_1916
1769_NarI,Burkholderia pseudomallei K96243 | 272560.BPSS1156
1770_NarI,Burkholderia sp. CCGE1003 | 640512.BC1003_4843
1771_NarI,Burkholderia sp. K24 | 1472716.KBK24_0114350
1772_NarI,Burkholderia sp. lig30 | 1192124.LIG30_1369
1773_NarI,Burkholderia vietnamiensis G4 | 269482.Bcep1808_5659
1774_NarI,Caballeronia grimmiae | 1071679.BG57_18515
1775_NarI,Caballeronia jiangsuensis | 1458357.BG58_09195
1776_NarI,Caballeronia sordidicola | 196367.JNFG01000038_gene7634
1777_NarI,Caballeronia sordidicola | 196367.JNFG01000199_gene3341
1778_NarI,Cupriavidus metallidurans CH34 | 266264.Rmet_2077
1779_NarI,Cupriavidus necator H16 | 381666.H16_B2268
1780_NarI,Cupriavidus pinatubonensis JMP134 | 264198.Reut_B5005
1781_NarI,Cupriavidus sp. BIS7 | 1217718.ALOU01000019_gene2694
1782_NarI,Cupriavidus taiwanensis LMG 19424 | 977880.RALTA_B2045
1783_NarI,Lautropia mirabilis ATCC 51599 | 887898.HMPREF0551_1778
1784_NarI,Limnobacter sp. | tr|A0A847DTD6|A0A847DTD6_9BURK
1785_NarI,Mycetohabitans rhizoxinica HKI 454 | 882378.RBRH_03507
1786_NarI,Pandoraea pnomenusa | 93220.LV28_02505
1787_NarI,Paraburkholderia acidipaludis NBRC 101816 | 1218074.BAXZ01000004_gene1209
1788_NarI,Paraburkholderia dilworthii | 948106.AWZT01000016_gene204
1789_NarI,Paraburkholderia ferrariae NBRC 106233 | 1218076.BAYB01000054_gene6093
1790_NarI,Paraburkholderia lacunae | tr|A0A370N282|A0A370N282_9BURK
1791_NarI,Paraburkholderia mimosarum LMG 23256 = NBRC 106338 | 1038869.AXAN01000002_gene222
1792_NarI,Paraburkholderia nodosa DSM 21604 | 1121127.JAFA01000001_gene837
1793_NarI,Paraburkholderia nodosa DSM 21604 | 1121127.JAFA01000003_gene2025
1794_NarI,Paraburkholderia sacchari | 159450.NH14_06655
1795_NarI,Paraburkholderia sp. DHOC27 | tr|A0A372JVP7|A0A372JVP7_9BURK
1796_NarI,Ralstonia pickettii DTP0602 | 1366050.N234_32805
1797_NarI,Ralstonia pickettii 12J | 402626.Rpic_2517
1798_NarI,Ralstonia pickettii 12J | 402626.Rpic_4672
1799_NarI,Ralstonia solanacearum GMI1000 | 267608.RSp0977
1800_NarI,Ralstonia solanacearum PSI07 | 859657.RPSI07_mp1505
1801_NarI,Trinickia dabaoshanensis | tr|A0A2N7W2L0|A0A2N7W2L0_9BURK
1802_NarI,Trinickia soli | tr|A0A2N7WER1|A0A2N7WER1_9BURK
1803_NarI,Comamonadaceae | tr|A0A2H0IZN3|A0A2H0IZN3_9BURK
1804_NarI,Comamonadaceae | tr|A0A2M7FMU2|A0A2M7FMU2_9BURK
1805_NarI,Comamonadaceae | tr|A0A2M8EFY1|A0A2M8EFY1_9BURK
1806_NarI,Comamonadaceae | tr|A0A3A4RGN6|A0A3A4RGN6_9BURK
1807_NarI,Comamonadaceae | tr|A0A3C0KIG9|A0A3C0KIG9_9BURK
1808_NarI,Comamonadaceae | tr|A0A3D3D482|A0A3D3D482_9BURK
1809_NarI,Comamonadaceae | tr|A0A4Q3NDK8|A0A4Q3NDK8_9BURK
1810_NarI,Acidovorax citrulli AAC00-1 | 397945.Aave_0664
1811_NarI,Acidovorax monticola | tr|A0A7H0HC74|A0A7H0HC74_9BURK
1812_NarI,Acidovorax sp. | tr|A0A3D1MTW1|A0A3D1MTW1_9BURK
1813_NarI,Acidovorax sp. BoFeN1 | tr|A0A369VMN6|A0A369VMN6_9BURK
1814_NarI,Acidovorax sp. FJL06 | tr|A0A3N7F4Y2|A0A3N7F4Y2_9BURK
1815_NarI,Acidovorax sp. HDW3 | tr|A0A6G8ADA6|A0A6G8ADA6_9BURK
1816_NarI,Acidovorax sp. HMWF018 | tr|A0A2R7P6U4|A0A2R7P6U4_9BURK
1817_NarI,Acidovorax sp. JHL-9 | 1276756.AUEX01000012_gene3598
1818_NarI,Acidovorax sp. JS42 | 232721.Ajs_0439
1819_NarI,Acidovorax sp. KKS102 | 358220.C380_02355
1820_NarI,Acidovorax sp. MR-S7 | 1268622.AVS7_02767
1821_NarI,Acidovorax sp. NB1 | tr|A0A4D4JQR6|A0A4D4JQR6_9BURK
1822_NarI,Acidovorax sp. RAC01 | tr|A0A1B3PHY9|A0A1B3PHY9_9BURK
1823_NarI,Albitalea terrae | tr|A0A3N7IV24|A0A3N7IV24_9BURK
1824_NarI,Alicycliphilus denitrificans BC | 596153.Alide_0511
1825_NarI,Alicycliphilus sp. | tr|A0A5C8CSP5|A0A5C8CSP5_9BURK
1826_NarI,Brachymonas chironomi DSM 19884 | 1121116.KB894766_gene235
1827_NarI,Caenimonas sp. HX-9-20 | tr|A0A562ZWN4|A0A562ZWN4_9BURK
1828_NarI,Caldimonas manganoxidans ATCC BAA-369 | 1265502.KB905946_gene1120
1829_NarI,Comamonas granuli NBRC 101663 | 1223521.BBJX01000007_gene1580
1830_NarI,Curvibacter sp. PD_MW3 | tr|A0A2D0IGD7|A0A2D0IGD7_9BURK
1831_NarI,Delftia acidovorans SPH-1 | 398578.Daci_1112
1832_NarI,Diaphorobacter sp. HDW4A | tr|A0A6G8CT60|A0A6G8CT60_9BURK
1833_NarI,Diaphorobacter sp. HDW4B | tr|A0A6G8BV48|A0A6G8BV48_9BURK
1834_NarI,Hydrogenophaga sp. BPS33 | tr|A0A6P1J2Z0|A0A6P1J2Z0_9BURK
1835_NarI,Hydrogenophaga sp. PAMC20947 | tr|A0A4P7RDU6|A0A4P7RDU6_9BURK
1836_NarI,Hydrogenophaga sp. PBL-H3 | tr|A0A6P1IAK4|A0A6P1IAK4_9BURK
1837_NarI,Hydrogenophaga sp. RAC07 | tr|A0A1B3LU11|A0A1B3LU11_9BURK
1838_NarI,Melaminivora sp. SC2-9 | tr|A0A2R3QB40|A0A2R3QB40_9BURK
1839_NarI,Ottowia oryzae | tr|A0A2S0MAI5|A0A2S0MAI5_9BURK
1840_NarI,Ottowia sp. | tr|A0A5C7USG7|A0A5C7USG7_9BURK
1841_NarI,Polaromonas naphthalenivorans CJ2 | 365044.Pnap_3758
1842_NarI,Polaromonas sp. | tr|A0A6N9RDR0|A0A6N9RDR0_9BURK
1843_NarI,Polaromonas sp. JS666 | 296591.Bpro_1187
1844_NarI,Polaromonas sp. JS666 | 296591.Bpro_4592
1845_NarI,Pulveribacter suum | tr|A0A2P1NGU5|A0A2P1NGU5_9BURK
1846_NarI,Ramlibacter lithotrophicus | tr|A0A7X6I5X6|A0A7X6I5X6_9BURK
1847_NarI,Ramlibacter sp. WS9 | tr|A0A4Y7BDE8|A0A4Y7BDE8_9BURK
1848_NarI,Rhodoferax ferrireducens T118 | 338969.Rfer_2795
1849_NarI,Rhodoferax sediminis | tr|A0A515DFW3|A0A515DFW3_9BURK
1850_NarI,Rhodoferax sp. | tr|A0A3D5VNJ5|A0A3D5VNJ5_9BURK
1851_NarI,Rhodoferax sp. | tr|A0A6L9KEX9|A0A6L9KEX9_9BURK
1852_NarI,Rhodoferax sp. | tr|A0A7Y0CNL9|A0A7Y0CNL9_9BURK
1853_NarI,Rhodoferax sp. AJA081-3 | tr|A0A8A7VYH8|A0A8A7VYH8_9BURK
1854_NarI,Rhodoferax sp. BAB1 | tr|A0A6N0BQU6|A0A6N0BQU6_9BURK
1855_NarI,Rhodoferax sp. IMCC26218 | tr|A0A3E1RE31|A0A3E1RE31_9BURK
1856_NarI,Serpentinimonas barnesii | 1458427.BAWN01000001_gene38
1857_NarI,Simplicispira hankyongi | tr|A0A398CEX1|A0A398CEX1_9BURK
1858_NarI,Simplicispira psychrophila DSM 11588 | 1123255.JHYS01000001_gene2021
1859_NarI,Variovorax paradoxus | tr|T1XKD0|T1XKD0_VARPD
1860_NarI,Variovorax sp. WS11 | tr|A0A2P8KQ72|A0A2P8KQ72_9BURK
1861_NarI,Zhizhongheella caldifontis | tr|A0A2S5SRC4|A0A2S5SRC4_9BURK
1862_NarI,Herbaspirillum frisingense GSF30 | 864073.HFRIS_015281
1863_NarI,Herbaspirillum seropedicae SmR1 | 757424.Hsero_3643
1864_NarI,Herminiimonas arsenicoxydans | 204773.HEAR1659
1865_NarI,Janthinobacterium lividum | 29581.BW37_02001
1866_NarI,Janthinobacterium sp. HH01 | 1198452.Jab_2c10720
1867_NarI,Massilia consociata | 760117.JN27_00015
1868_NarI,Massilia sp. LC238 | 1502852.FG94_00856
1869_NarI,Parasutterella excrementihominis YIT 11859 | 762966.HMPREF9439_01101
1870_NarI,Andreprevotia chitinilytica DSM 18519 | 1120999.JONM01000002_gene574
1871_NarI,Chromobacterium violaceum ATCC 12472 | 243365.CV_2540
1872_NarI,Pseudogulbenkiania ferrooxidans 2002 | 279714.FuraDRAFT_1517
1873_NarI,Pseudogulbenkiania sp. NH8B | 748280.NH8B_1438
1874_NarI,Alysiella crassa DSM 2578 | 1120980.JQKH01000003_gene315
1875_NarI,Conchiformibius steedae DSM 2580 | 1121352.JHZP01000004_gene1479
1876_NarI,Crenobacter intestini | tr|A0A4T0UJ19|A0A4T0UJ19_9NEIS
1877_NarI,Crenobacter sedimenti | tr|A0A6B2KV70|A0A6B2KV70_9NEIS
1878_NarI,Eikenella corrodens ATCC 23834 | 546274.EIKCOROL_01796
1879_NarI,Neisseria mucosa ATCC 25996 | 546266.NEIMUCOT_06608
1880_NarI,Neisseria sp. oral taxon 014 str. F0314 | 641149.HMPREF9016_01374
1881_NarI,Simonsiella muelleri ATCC 29453 | 641147.HMPREF9021_01461
1882_NarI,Snodgrassella alvi | 1196083.SALWKB12_1812
1883_NarI,Stenoxybacter acetivorans DSM 19021 | 1123296.JQKE01000042_gene51
1884_NarI,Ferriphaselus sp. R-1 | 1485544.JQKP01000005_gene318
1885_NarI,Sideroxydans lithotrophicus ES-1 | 580332.Slit_1620
1886_NarI,Sideroxydans lithotrophicus ES-1 | 580332.Slit_1680
1887_NarI,Methylotenera mobilis 13 | 1132855.KB913035_gene1558
1888_NarI,Methyloversatilis sp. RAC08 | tr|A0A1B3LJI2|A0A1B3LJI2_9PROT
1889_NarI,Methyloversatilis universalis FAM5 | 1000565.METUNv1_02353
1890_NarI,Sulfuricella denitrificans skB26 | 1163617.SCD_n02712
1891_NarI,Thiobacillus denitrificans DSM 12475 | 1123392.AQWL01000003_gene142
1892_NarI,Thiobacillus denitrificans DSM 12475 | 1123392.AQWL01000003_gene169
1893_NarI,Thiobacillus denitrificans DSM 12475 | 1123392.AQWL01000005_gene3223
1894_NarI,Thiobacillus denitrificans ATCC 25259 | 292415.Tbd_1377
1895_NarI,Thiobacillus denitrificans ATCC 25259 | 292415.Tbd_1406
1896_NarI,Thiobacillus denitrificans ATCC 25259 | 292415.Tbd_2479
1897_NarI,Thiobacillus thioparus DSM 505 | 1123393.KB891316_gene1845
1898_NarI,Thiobacillus thioparus DSM 505 | 1123393.KB891326_gene106
1899_NarI,Thiobacillus thioparus DSM 505 | 1123393.KB891326_gene134
1900_NarI,Dechloromonas agitata is5 | 1304883.KI912532_gene1041
1901_NarI,Aromatoleum aromaticum EbN1 | 76114.ebA6282
1902_NarI,Thauera sp. | tr|A0A2W6VSY7|A0A2W6VSY7_9RHOO
1903_NarI,Thauera sp. MZ1T | 85643.Tmz1t_2632
1904_NarI,Thauera terpenica 58Eu | 1348657.M622_14240
1905_NarI,Uliginosibacterium gangwonense DSM 18521 | 1123487.KB892863_gene1972
1906_NarI,Desulfarculus baarsii DSM 2075 | 644282.Deba_0564
1907_NarI,Desulfarculus baarsii DSM 2075 | 644282.Deba_0780
1908_NarI,Desulfarculus baarsii DSM 2075 | 644282.Deba_2115
1909_NarI,Desulfarculus baarsii DSM 2075 | 644282.Deba_2983
1910_NarI,Desulfatibacillum alkenivorans AK-01 | 439235.Dalk_0605
1911_NarI,Desulfatibacillum alkenivorans AK-01 | 439235.Dalk_1566
1912_NarI,Desulfatibacillum alkenivorans AK-01 | 439235.Dalk_4840
1913_NarI,Desulfatibacillum alkenivorans AK-01 | 439235.Dalk_5066
1914_NarI,Desulfobacter curvatus DSM 3379 | 1121396.KB893012_gene4028
1915_NarI,Desulfobacter curvatus DSM 3379 | 1121396.KB893035_gene3580
1916_NarI,Desulfobacter curvatus DSM 3379 | 1121396.KB893059_gene2795
1917_NarI,Desulfobacter curvatus DSM 3379 | 1121396.KB893123_gene1121
1918_NarI,Desulfobacter postgatei 2ac9 | 879212.DespoDRAFT_00213
1919_NarI,Desulfobacter postgatei 2ac9 | 879212.DespoDRAFT_02310
1920_NarI,Desulfobacter postgatei 2ac9 | 879212.DespoDRAFT_03019
1921_NarI,Desulfobacula sp. TS | 1232437.KL661960_gene3074
1922_NarI,Desulfobacula sp. TS | 1232437.KL661965_gene3248
1923_NarI,Desulfobacula sp. TS | 1232437.KL662000_gene4727
1924_NarI,Desulfobacula sp. TS | 1232437.KL662011_gene1478
1925_NarI,Desulfobacula sp. TS | 1232437.KL662050_gene5372
1926_NarI,Desulfococcus multivorans DSM 2059 | 1121405.dsmv_0142
1927_NarI,Desulfococcus multivorans DSM 2059 | 1121405.dsmv_0155
1928_NarI,Desulfococcus multivorans DSM 2059 | 1121405.dsmv_1934
1929_NarI,Desulfococcus multivorans DSM 2059 | 1121405.dsmv_2242
1930_NarI,Desulfococcus multivorans DSM 2059 | 1121405.dsmv_3496
1931_NarI,Desulforapulum autotrophicum HRM2 | 177437.HRM2_00630
1932_NarI,Desulforapulum autotrophicum HRM2 | 177437.HRM2_25790
1933_NarI,Desulforapulum autotrophicum HRM2 | 177437.HRM2_31640
